Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ArtifactAssessment-DexamethasoneRecommendationJustification.json	5827	6	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	27	13	0	0	0	0	0	0
fsh-generated/resources/ArtifactAssessment-ExampleCertaintyOfEvidenceRating.json	3400	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	8	0	0	0	0	0	0
fsh-generated/resources/ArtifactAssessment-ExampleRecommendationJustification.json	4372	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	23	11	0	0	0	0	0	0
fsh-generated/resources/ArtifactAssessment-NoDexamethasoneRecommendationJustification.json	5832	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	32	11	0	0	0	0	0	0
fsh-generated/resources/Bundle-COVID19IntensiveCareTreatmentGuidelineBundle.json	62567	37	0	0	0	0	1	0	2	400	0	0	0	0	0	0	0	0	0	0	203	107	0	0	0	0	0	0
fsh-generated/resources/Bundle-GuidelineRecommendationExample.json	46646	18	0	0	0	0	0	0	1	88	0	0	0	0	0	0	0	1	0	0	148	89	0	0	0	0	0	1
fsh-generated/resources/Citation-COVID19IntensiveCareTreatmentGuidelineCitation.json	1644	4	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	14	5	0	0	0	0	0	0
fsh-generated/resources/Citation-DexamethasoneRecommendationCitation.json	1504	3	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	13	4	0	0	0	0	0	0
fsh-generated/resources/Citation-ExampleGuidelineCitation.json	1542	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0
fsh-generated/resources/Citation-ExampleRecommendationCitation.json	1460	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	5	0	0	0	1	0	0
fsh-generated/resources/Citation-ExampleStudyCitation.json	1045	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0
fsh-generated/resources/Citation-SystemicCorticosteroidsForTheTreatmentOfCOVID19.json	1380	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	9	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ceosys-code-system.json	2362	3	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	17	1231	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ceosys-cs-recommendation-strength.json	1733	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	67	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-certainty-rating.json	3803	4	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	23	62	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cochrane-core-ontology.json	12366	7	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	49	323	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cochrane-pico-ontology.json	12673	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	48	95	0	0	0	1	0	1
fsh-generated/resources/CodeSystem-cs-action-combination-method.json	2185	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-clinical-importance.json	2416	3	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	18	35	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-evidence-to-decision-certainty-rating.json	3548	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	26	31	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-evidence-to-decision-certainty-type.json	2446	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	18	32	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-guideline-stage-classification.json	3096	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	18	31	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-synthesis-type.json	2992	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	21	61	0	0	0	0	0	0
fsh-generated/resources/Composition-COVID19IntensiveCareTreatmentGuideline.json	3497	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	8	0	0	0	0	0	0
fsh-generated/resources/Composition-GuidelineExample.json	2200	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	7	0	0	0	0	0	0
fsh-generated/resources/Evidence-DexamethasoneOutcomeMortality.json	2853	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	22	9	0	0	0	0	0	0
fsh-generated/resources/Evidence-ExampleNetEffectEstimate.json	2340	2	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	15	8	0	0	0	0	0	0
fsh-generated/resources/Evidence-ExampleOutcomeEvidenceSynthesis.json	1362	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0
fsh-generated/resources/Evidence-ExampleStudyOutcomeEvidence.json	1337	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-ExampleEvidenceDataSet.json	562	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-ExampleIntervention.json	572	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	1	0	0
fsh-generated/resources/EvidenceVariable-ExampleOutcome.json	888	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-ExampleRecommendationEligibilityCriteria.json	1052	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-ExampleRecommendationEligibilityCriteria5Levels.json	2315	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-ExampleRecommendationEligibilityCriteriaDrugs.json	4823	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-ExampleStudyEligibilityCriteria.json	923	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	10	5	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-OutcomeAllCauseMortality.json	618	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-PopulationCOVID19NonVentilated.json	4620	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	17	8	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-PopulationCOVID19Ventilated.json	4581	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-StudyEligibilityCriteriaSystemicCorticosteroidsCOVID19.json	969	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0
fsh-generated/resources/Group-ExampleEvidenceSynthesisCohorts.json	412	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Group-ExampleStudyCohort.json	280	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0
fsh-generated/resources/Group-StudyCohortCorticosteroidsCOVID19.json	374	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
fsh-generated/resources/Organization-AWMFOrganization.json	166	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0
fsh-generated/resources/Organization-ExampleOrganization.json	102	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-COVID19DexamethasoneApplication.json	4403	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	25	10	0	0	0	1	0	0
fsh-generated/resources/PlanDefinition-COVID19NonVentilatedPatientsDexamethasoneApplicationPlan.json	2590	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-COVID19VentilatedPatientsDexamethasoneApplicationPlan.json	3015	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	24	6	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-ExampleRecommendation.json	4081	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	28	8	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-ExampleRecommendationPlan.json	6387	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	30	8	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-assessment-action.json	1568	3	0	0	0	0	0	186	0	38	0	0	0	0	0	0	0	2	0	0	601	3320	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-body-positioning-action.json	1929	2	0	0	0	0	0	109	0	21	0	0	1	0	0	0	0	2	0	0	559	993	0	0	0	9	1	2
fsh-generated/resources/StructureDefinition-ceosys-extension-artifact-assessment-publication-status.json	2174	5	1	0	0	0	0	20	0	7	0	0	0	0	0	0	0	0	0	0	54	272	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ceosys-extension-artifact-assessment-version.json	1953	2	0	0	0	0	0	17	0	6	0	0	0	0	0	0	0	0	0	0	53	135	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-certainty-of-evidence-rating.json	15899	10	0	0	0	0	0	781	0	89	0	0	0	0	0	0	0	3	0	0	975	2042	0	0	0	12	0	1
fsh-generated/resources/StructureDefinition-cohorts.json	1319	3	0	0	0	0	0	19	0	9	0	0	0	0	0	0	0	0	0	0	154	400	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-cpg-computableplandefinition.json	7312	7	0	0	0	0	0	187	0	31	0	0	0	0	0	0	0	2	0	0	671	1155	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-cpg-recommendationdefinition.json	3601	4	0	0	0	0	0	42	0	29	0	0	0	0	0	0	0	2	0	0	556	1016	0	0	0	9	1	1
fsh-generated/resources/StructureDefinition-cpg-shareableplandefinition.json	1686	3	0	0	0	0	0	0	0	26	0	0	1	0	0	0	0	2	0	0	500	782	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-cpg-strategydefinition.json	4750	5	0	0	0	0	0	41	0	34	0	0	0	0	0	0	0	2	0	0	611	909	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-cqf-qualityOfEvidence.json	3092	3	0	0	0	0	0	15	0	7	0	0	0	0	0	0	0	0	0	0	54	86	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-cqf-strengthOfRecommendation.json	3225	4	1	0	0	0	0	15	0	6	0	0	0	0	0	0	0	1	0	0	60	82	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-cqfm-artifactComment.json	6669	6	0	0	0	0	0	19	0	42	0	0	0	0	0	0	0	0	0	0	224	159	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-drug-administration-action.json	6776	6	0	0	0	0	0	62	0	32	0	0	0	0	0	0	0	3	0	0	857	1191	0	0	0	12	1	1
fsh-generated/resources/StructureDefinition-eligibility-criteria.json	194719	54	0	0	0	0	0	348	0	577	0	0	3	0	0	0	0	25	0	0	12225	9723	0	1	0	188	1	10
fsh-generated/resources/StructureDefinition-evidence-data-set.json	7035	5	0	0	0	0	0	41	0	26	0	0	0	0	0	0	0	2	0	0	487	865	0	0	0	6	1	1
fsh-generated/resources/StructureDefinition-evidence-synthesis-cohorts.json	1397	4	0	0	0	0	0	15	0	8	0	0	0	0	0	0	0	0	0	0	144	164	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ext-action-combination-method.json	3568	4	0	0	0	0	0	13	0	9	0	0	0	0	0	0	0	1	0	0	121	103	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ext-characteristic-dosage.json	2530	4	0	0	0	0	0	11	0	7	0	0	1	0	0	0	0	0	0	0	150	162	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ext-dosage-condition.json	3422	4	0	0	0	0	0	48	0	9	0	0	0	0	0	0	0	0	0	0	140	110	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-guideline-bundle.json	9373	7	1	0	0	0	0	448	0	72	0	0	0	0	0	0	0	4	0	0	1580	1548	0	0	0	24	0	3
fsh-generated/resources/StructureDefinition-guideline-citation.json	3506	5	0	0	0	0	0	35	0	23	0	0	0	0	0	0	0	1	0	0	658	1105	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-guideline.json	7809	7	0	0	0	0	0	25	0	79	0	0	0	0	0	0	0	1	0	0	636	1568	0	0	0	10	1	1
fsh-generated/resources/StructureDefinition-intervention-definition.json	4024	4	0	0	0	0	0	16	0	24	0	0	0	0	0	0	0	1	0	0	345	334	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-net-effect-estimate.json	8602	6	0	0	0	0	0	30	0	58	0	0	1	0	0	0	0	1	0	0	753	561	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-outcome-definition.json	3569	4	0	0	0	0	0	17	0	14	0	0	0	0	0	0	0	0	0	0	337	344	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-outcome-evidence-synthesis.json	2248	4	0	0	0	0	0	136	0	42	0	0	0	0	0	0	0	3	0	0	1014	1354	0	0	0	14	1	2
fsh-generated/resources/StructureDefinition-outcome-evidence.json	16717	9	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	2	0	0	1459	1548	0	0	0	20	0	2
fsh-generated/resources/StructureDefinition-pico-evidence-variable.json	3380	4	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	296	416	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-procedure-action.json	1844	3	0	0	0	0	0	28	0	31	0	0	0	0	0	0	0	1	0	0	552	572	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-recommendation-action.json	11056	8	0	0	0	0	0	0	0	43	0	0	1	0	0	0	0	1	0	0	773	644	0	0	0	13	0	2
fsh-generated/resources/StructureDefinition-recommendation-citation.json	3265	4	0	0	0	0	0	33	0	30	0	0	0	0	0	0	0	2	0	0	671	531	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-recommendation-eligibility-criteria.json	1895	3	0	0	0	0	0	257	0	210	0	0	2	0	0	0	0	14	0	0	7478	7741	0	0	0	100	2	10
fsh-generated/resources/StructureDefinition-recommendation-justification.json	19752	10	0	0	0	0	0	41	0	56	0	0	0	0	0	0	0	1	0	0	1210	1428	0	0	0	15	0	2
fsh-generated/resources/StructureDefinition-recommendation-plan.json	53840	23	0	0	0	0	0	205	0	188	0	0	2	0	0	0	0	11	0	0	7068	6696	0	1	0	104	1	9
fsh-generated/resources/StructureDefinition-recommendation.json	9490	7	0	0	0	0	0	20	0	25	0	0	0	0	0	0	0	1	0	0	879	1623	0	0	0	14	0	2
fsh-generated/resources/StructureDefinition-relative-time.json	6927	6	1	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	248	153	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-shareableplandefinition.json	4451	4	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	558	459	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-study-citation.json	2605	4	0	0	0	0	0	21	0	18	0	0	0	0	0	0	0	0	0	0	635	511	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-study-cohort.json	934	3	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	1	0	0	136	148	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-study-eligibility-criteria.json	1673	4	0	0	0	0	0	228	0	263	0	0	3	0	0	0	0	9	0	0	7439	7697	0	0	0	128	2	11
fsh-generated/resources/StructureDefinition-study-outcome-evidence.json	2213	3	0	0	0	0	0	25	0	30	0	0	1	0	0	0	0	1	0	0	1029	1274	0	0	0	14	0	2
fsh-generated/resources/ValueSet-ceosys-vs-recommendation-strength.json	1507	6	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	11	1938	0	0	0	0	0	0
fsh-generated/resources/ValueSet-cochrane-pico-intervention.json	1585	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	50	0	0	0	0	0	0
fsh-generated/resources/ValueSet-cochrane-pico-outcome.json	1555	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	45	0	0	0	1	0	0
fsh-generated/resources/ValueSet-cochrane-pico-population.json	1573	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	41	0	0	0	0	0	0
fsh-generated/resources/ValueSet-cochrane-pico.json	1369	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	72	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-action-combination-method.json	1516	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	63	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-action-selection-behavior-required.json	1913	3	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	14	64	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-allergic-disposition-sct.json	1542	3	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	11	2021	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-assessment-scales.json	2642	3	0	0	0	0	0	0	0	1643	0	0	0	0	0	0	0	0	0	0	16	3741	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-assessment.json	2142	3	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	14	7074	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-body-positioning-snomed.json	1552	3	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	13	159	0	0	0	1	0	0
fsh-generated/resources/ValueSet-vs-drugs.json	832	3	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	11	3496	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-episode-of-care-type.json	2255	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	19	40	0	0	0	0	1	0
fsh-generated/resources/ValueSet-vs-guideline-recommendation-status.json	1858	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	31	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-guideline-stage-classification.json	1517	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	32	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-mean-difference-type.json	1630	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	28	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-observations.json	2171	3	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	17	24335	0	0	0	1	0	0
fsh-generated/resources/ValueSet-vs-procedures.json	1542	3	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	16	2194	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-radiologic-finding-sct.json	1532	3	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	12	547	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-acceptability.json	2038	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	21	37	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-benefit-and-harms.json	1864	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	19	36	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-certainty-of-evidence.json	1862	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	21	31	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-clinical-importance.json	1479	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	45	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-concern-degree.json	1901	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	30	0	0	0	1	0	0
fsh-generated/resources/ValueSet-vs-rating-consensus.json	1593	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	27	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-equity.json	1985	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	15	29	0	0	0	0	0	1
fsh-generated/resources/ValueSet-vs-rating-feasibility.json	2041	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	32	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-preference-and-values.json	2061	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	21	32	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-resources.json	2036	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	19	31	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-uprating-one-level.json	1670	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	17	28	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-rating-uprating-two-levels.json	1775	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	31	0	0	0	1	0	0
fsh-generated/resources/ValueSet-vs-relative-effect-type.json	1806	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	34	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-substances-snomed.json	1516	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	1225	0	0	0	0	0	0
input/vocabulary/CodeSystem-KontaktArtDe.json	4041	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	32	156	0	0	0	0	0	0
input/vocabulary/ValueSet-beatmung-loinc.json	5789	3	0	0	0	0	0	0	1	57	0	0	0	0	0	0	0	0	0	0	30	133	0	0	0	1	0	0
